obs,1num,2num,tic,3num,3CompanyID,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,2ExecType,2director_name,2BE(Black?),*name,3ethnicity (from boardex),discrepancy_2.Bermiss_3.BoardEx,*ceo_race,*ceo_successor_race,2Female,2ceo_gender,*ceo_gender,*ceo_successor_gender,ceo_name_2020_changed,source_verifying discrepant ceo name,*ExecType,*BlackTMTnum,*BlackTMT?,2First,2Last,3RoleName,3DirectorName,3Seniority,3ceo?,3DateStartRole,3DateEndRole,*2020active,3DirectorID,2AnnDate,2permno,2Confounded,2Interim
166,126,,PPL,610,664896,PPL CORP,,PEMBINA PIPELINE CORP,8455,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mick Dilger,Executive Director,1,1/1/14,11/19/21,Yes,1248718,,,,
272,210,,RMD,468,26113,RESMED INC,,RESMED INC,31887,0,,,,Mick Farrell,OTHER,Yes,White,,,,Male,,,https://www.investors.com/news/management/leaders-and-success/resmed-ceo-rebooted-life-provide-inspiration-company/,,,,,,CEO,Mick Farrell,Executive Director,1,3/1/13,1/25/23,Yes,1089889,,,,
341,262,,CAH,102,5811,CARDINAL HEALTH INC,,CARDINAL HEALTH INC,2751,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Mike Kaufmann,Executive Director,1,9/1/19,9/1/22,Yes,517277,,,,
45,31,,IR,299,16041,INGERSOLL RAND INC,,TRANE TECHNOLOGIES PLC (Ingersoll-Rand PLC prior to 03/2020),30098,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Mike Lamach,Executive Director,1,6/4/10,7/1/21,Yes,336406,,,,
420,316,,BSX,88,4865,BOSTON SCIENTIFIC CORP,,BOSTON SCIENTIFIC CORP,25279,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Mike Mahoney,Executive Director,1,5/3/16,,Yes,879252,,,,
247,187,,AME,629,1016911,AMETEK INC,,ABACUS MINING & EXPLORATION CORP (Abacus Minerals Corp prior to 04/2001),1598,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Mike McInnis,Executive Director,1,11/1/17,,Yes,1379549,,,,
458,346,,A,7,1060,AGILENT TECHNOLOGIES INC,,AGILENT TECHNOLOGIES INC,126554,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mike McMullen,Executive Director,1,3/18/15,,Yes,598782,,,,
301,234,,ABMD,2,481,ABIOMED INC,,ABIOMED INC (De-listed 12/2022),13619,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Mike Minogue,Executive Director,1,6/15/05,12/22/22,Yes,336173,,,,
175,133,,EW,202,10156,EDWARDS LIFESCIENCES CORP,,EDWARDS LIFESCIENCES CORP,133366,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Mike Mussallem,Executive Director,1,3/31/00,5/11/23,Yes,90062,,,,
444,335,,MMM,382,20777,3M CO,,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),7435,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Mike Roman,Executive Director,1,6/1/19,9/1/23,Yes,1310783,,,,
89,65,,DXC,144,7584,DXC TECHNOLOGY CO,,DXC TECHNOLOGY CO (Computer Sciences Corp prior to 04/2017),3336,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mike Salvino,Executive Director,1,9/12/19,7/26/22,Yes,205612,,,,
537,415,,ESS,215,11060,ESSEX PROPERTY TRUST,,ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994),30293,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mike Schall,Executive Director,1,1/1/11,3/31/23,Yes,182075,,,,
453,341,,CVX,123,6627,CHEVRON CORP,,CHEVRON CORP,2991,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Mike Wirth,Executive Director,1,2/1/18,,Yes,343163,,,,
70,51,,FLT,674,1894801,FLEETCOR TECHNOLOGIES INC,,DRONE DELIVERY CANADA CORP (Asher Resources Corp prior to 06/2016),184700,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mike Zahra,Executive Director,1,6/10/19,2/22/22,Yes,554070,,,,
202,150,,CNP,113,6271,CENTERPOINT ENERGY INC,,CENTERPOINT ENERGY INC,5742,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Milton Carroll,Executive Director,1,6/1/13,7/21/21,Yes,81927,,,,
182,139,,KIM,324,17915,KIMCO REALTY CORP,,KIMCO REALTY CORP,24731,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Milton Cooper,Executive Director,1,12/31/09,,Yes,142173,,,,
437,329,,AVY,46,3210,AVERY DENNISON CORP,,AVERY DENNISON CORP,1913,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Mitch Butier,Executive Director,1,4/25/19,2/28/22,Yes,530989,,,,
339,260,,AEP,20,1809,AMERICAN ELECTRIC POWER CO,,AMERICAN ELECTRIC POWER CO INC,1440,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Nick Akins,Executive Director,1,1/1/14,8/10/22,Yes,533555,,,,
176,133,,EW,637,1195225,EDWARDS LIFESCIENCES CORP,,EAST WEST PETROLEUM CORP (Avere Energy Inc prior to 08/2010),133366,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CFO/Secretary/Interim CEO,Nick DeMare,Executive Director,1,3/14/19,2/2/23,Yes,482389,,,,
375,288,,TDG,619,818089,TRANSDIGM GROUP INC,,TRANSDIGM GROUP INC,148349,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Nick Howley,Executive Director,1,4/26/18,8/6/21,Yes,512642,,,,
145,111,,SNA,500,28335,SNAP-ON INC,,SNAP-ON INC,9778,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Nick Pinchuk,Executive Director,1,4/23/09,,Yes,206568,,,,
506,388,,LKQ,594,463860,LKQ CORP,,LKQ CORPORATION INC,155394,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Nick Zarcone,Executive Director,1,5/31/17,,Yes,1523271,,,,
12,7,,TSN,530,31563,TYSON FOODS INC -CL A,,TYSON FOODS INC,10793,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Noel White,Executive Director,1,12/20/19,10/3/20,Yes,453851,,,,
451,339,,BIO,79,4311,BIO-RAD LABORATORIES INC,,BIO RAD LABORATORIES INC,2220,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Norman Schwartz,Executive Director,1,1/1/12,,Yes,181631,,,,
218,164,,SLB,486,27242,SCHLUMBERGER LTD,,SCHLUMBERGER LIMITED,9465,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Olivier Le Peuch,Executive Director,1,8/1/19,,Yes,484858,,,,
578,447,,TWTR,690,2006706,TWITTER INC,,TWITTER INC (De-listed 10/2022),18872,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Omid Kordestani,Executive Director,1,10/13/15,6/1/20,Yes,334036,,,,
559,433,,BXP,87,4863,BOSTON PROPERTIES INC,,BOSTON PROPERTIES INC,64925,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Owen Thomas,Executive Director,1,4/2/13,5/19/22,Yes,491901,,,,
456,344,,OGN,643,1562505,ORGANON & CO,,OROGEN ROYALTIES INC (Evrim Resources Corp prior to 08/2020),38821,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Paddy Nicol,Executive Director,1,1/25/11,8/18/20,Yes,2413290,,,,
493,377,,AJG,250,12761,ARTHUR J GALLAGHER & CO,,ARTHUR J GALLAGHER & CO,4973,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Pat Gallagher Jr,Executive Director,1,10/19/06,1/1/24,Yes,81627,,,,
140,108,,KSU,320,17690,KANSAS CITY SOUTHERN,,KANSAS CITY SOUTHERN (De-listed 12/2021),6335,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Pat Ottensmeyer,Executive Director,1,7/1/16,12/14/21,Yes,489655,,,,
385,294,,XYL,665,1731107,XYLEM INC,,XYLEM INC,189491,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Patrick Decker,Executive Director,1,3/17/14,12/31/23,Yes,598774,,,,
19,13,,GPC,258,13110,GENUINE PARTS CO,,GENUINE PARTS CO,5125,0,,,,Craig Menear,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Paul Donahue,Executive Director,1,4/22/19,,Yes,547628,,,,
154,117,,RJF,463,25808,RAYMOND JAMES FINANCIAL INC,,RAYMOND JAMES FINANCIAL INC,8898,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Paul Reilly,Executive Director,1,2/16/17,,Yes,275776,,,,
440,331,,EIX,201,10130,EDISON INTERNATIONAL,,EDISON INTERNATIONAL,9846,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,President/CEO,Pedro Pizarro,Executive Director,1,9/30/16,,Yes,791001,,,,
105,80,,POOL,489,27358,POOL CORP,,POOL CORP (SCP Pool prior to 05/2006),61420,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Pete Arvan,Executive Director,1,7/31/19,,Yes,1351667,,,,
422,316,,BSX,641,1264297,BOSTON SCIENTIFIC CORP,,BELO SUN MINING CORP (Verena Minerals Corp prior to 07/2010),25279,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Peter Tagliamonte,Executive Director,1,8/15/14,,Yes,790420,,,,
535,414,,EQIX,212,10899,EQUINIX INC,,EQUINIX INC,138743,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Peter Van Camp,Executive Director,1,9/12/18,,Yes,202552,,,,
94,70,,GD,252,12984,GENERAL DYNAMICS CORP,,GENERAL DYNAMICS CORP,5046,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Phebe Novakovic,Executive Director,1,1/1/13,,Yes,45561,,,,
259,199,,TDY,514,30261,TELEDYNE TECHNOLOGIES INC,,TELEDYNE TECHNOLOGIES INC,126721,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Professor Doctor Robert Mehrabian,Executive Director,1,1/1/19,10/15/21,Yes,36111,,,,
524,403,,PCAR,421,23563,PACCAR INC,,PACCAR INC,8253,0,,,,Stephen J. Squeri,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,R Feight,Executive Director,1,7/1/19,,Yes,1526154,,,,
265,204,,WAB,558,33000,WABTEC CORP,,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,60979,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,President/CEO,Rafael Santana,Executive Director,1,7/1/19,,Yes,1188120,,,,
477,362,,JNPR,318,17580,JUNIPER NETWORKS INC,,JUNIPER NETWORKS INC,121718,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,CEO,Rami Rahim,Executive Director,1,11/10/14,,Yes,1275216,,,,
383,292,,PEP,426,24151,PEPSICO INC,,PEPSICO INC,8479,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,Chairman/President/CEO,Ramon Laguarta,Executive Director,1,2/1/19,,Yes,1304732,,,,
79,57,,NWL,392,22048,NEWELL BRANDS INC,,NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016),7875,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,President/CEO,Ravi Saligram,Executive Director,1,10/2/19,5/5/22,Yes,447647,,,,
618,466,,MCO,384,21071,MOODY'S CORP,,MOODYS CORP,139665,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Raymond McDaniel Jr,Executive Director,1,4/19/12,12/31/20,Yes,49681,,,,
181,138,,BR,625,934640,BROADRIDGE FINANCIAL SOLUTNS,,BROADRIDGE FINANCIAL SOLUTIONS INC,176928,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Rich Daly,Executive Director,1,1/2/19,,Yes,35096,,,,
93,69,,COF,101,5734,CAPITAL ONE FINANCIAL CORP,,CAPITAL ONE FINANCIAL CORP,30990,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Rich Fairbank,Executive Director,1,4/24/03,,Yes,48786,,,,
209,156,,KMI,660,1687673,KINDER MORGAN INC,,KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011),6310,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Rich Kinder,Executive Director,1,6/1/15,,Yes,38016,,,,
364,278,,TXN,519,30509,TEXAS INSTRUMENTS INC,,TEXAS INSTRUMENTS INC,10499,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Rich Templeton,Executive Director,1,7/17/18,4/1/23,Yes,13520,,,,
245,186,,DOV,188,9555,DOVER CORP,,DOVER CORP,4058,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Rich Tobin,Executive Director,1,5/1/18,2/10/24,Yes,480780,,,,
52,37,,FCX,249,12493,FREEPORT-MCMORAN INC,,FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014),14590,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman/President/CEO,Richard Adkerson,Executive Director,1,5/31/13,2/2/21,Yes,206065,,,,
173,131,,RCL,480,26625,ROYAL CARIBBEAN GROUP,,ROYAL CARIBBEAN CRUISES LTD (ROYAL CARIBBEAN GROUP),28191,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Richard Fain,Executive Director,1,4/1/88,1/3/22,Yes,13413,,,,
250,190,,APH,28,2100,AMPHENOL CORP,,AMPHENOL CORP,14282,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Richard Norwitt,Executive Director,1,1/5/09,,Yes,496788,,,,
81,59,,ROL,475,26519,ROLLINS INC,,ROLLINS INC,9225,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman,Richard Rollins Sr,Executive Director,1,7/24/01,8/17/20,Yes,44241,,,,
108,83,,SJM,498,28325,SMUCKER (JM) CO,,J. M. SMUCKER CO (THE),9777,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Richard Smucker,Executive Director,1,5/1/16,8/17/22,Yes,43611,,,,
327,251,,SPG,494,28041,SIMON PROPERTY GROUP INC,,SIMON PROPERTY GROUP INC,29389,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman,Richard Sokolov,Executive Director,1,2/15/19,,Yes,141036,,,,
171,129,,LEN,337,18703,LENNAR CORP,,LENNAR CORP,6669,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Rick Beckwitt,Executive Director,1,4/11/18,11/2/20,Yes,67887,,,,
282,220,,ABBV,676,1921326,ABBVIE INC,,ABBVIE INC,16101,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,Chairman/CEO,Rick Gonzalez,Executive Director,1,1/2/13,,Yes,33494,,,,
129,99,,UNM,534,31898,UNUM GROUP,,UNUM GROUP (UnumProvident Corp prior to 03/2007),12726,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Rick McKenney,Executive Director,1,5/21/15,,Yes,340641,,,,
620,468,,MKTX,600,551122,MARKETAXESS HOLDINGS INC,,MARKETAXESS HOLDINGS INC,158742,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Rick McVey,Executive Director,1,9/13/06,4/3/23,Yes,446101,,,,
478,363,,KLAC,328,17984,KLA CORP,,KLA CORP (KLA Tencor Corp prior to 07/2019),6304,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Rick Wallace,Executive Director,1,11/13/08,,Yes,51071,,,,
308,241,,WRB,57,4078,BERKLEY (W R) CORP,,W.R. BERKLEY CORP,14822,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Rob Berkley Jr,Executive Director,1,10/31/15,,Yes,82162,,,,
147,112,,STZ,151,7753,CONSTELLATION BRANDS,,CONSTELLATION BRANDS INC,2710,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Rob Sands,Executive Director,1,3/1/19,1/1/22,Yes,82522,,,,
350,269,,FLS,238,12153,FLOWSERVE CORP,,FLOWSERVE CORP,4108,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Robert Rowe,Executive Director,1,4/1/17,,Yes,1304182,,,,
626,474,,NWSA,681,1962516,NEWS CORP,,NEWS CORP,18043,0,,,,Albert Bourla,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Robert Thomson,Executive Director,1,6/28/13,,Yes,1282519,,,,
162,124,,MNST,265,14301,MONSTER BEVERAGE CORP,,MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011),24316,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Rodney Sacks,Executive Director,1,7/1/96,1/13/21,Yes,343707,,,,
290,226,,DFS,582,78171,DISCOVER FINANCIAL SVCS,,DISCOVER FINANCIAL SERVICES INC,177376,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Roger Hochschild,Executive Director,1,10/1/18,8/14/23,Yes,33852,,,,
97,72,,LDOS,609,660090,LEIDOS HOLDINGS INC,,LEIDOS HOLDINGS INC (SAIC Inc prior to 09/2013),165123,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Roger Krone,Executive Director,1,3/20/15,5/3/23,Yes,881227,,,,
69,51,,FLT,655,1677118,FLEETCOR TECHNOLOGIES INC,,FLEETCOR TECHNOLOGIES INC,184700,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Ron Clarke,Executive Director,1,12/15/10,,Yes,1058760,,,,
515,395,,KEYS,701,2163313,KEYSIGHT TECHNOLOGIES INC,,KEYSIGHT TECHNOLOGIES INC,20232,0,,,,Dirk Van de Put,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Ron Nersesian,Executive Director,1,11/1/19,5/1/22,Yes,598783,,,,
533,412,,BEN,247,12463,FRANKLIN RESOURCES INC,,FRANKLIN RESOURCES INC,4885,0,,,,Mick Farrell,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman,Rupert Johnson Jr,Executive Director,1,12/1/99,,Yes,36572,,,,
203,151,,COP,428,24355,CONOCOPHILLIPS,,CONOCOPHILLIPS COMPANY,8549,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Ryan Lance,Executive Director,1,5/1/12,,Yes,486834,,,,
80,58,,PHM,455,25407,PULTEGROUP INC,,PULTEGROUP INC,8823,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Ryan Marshall,Executive Director,1,9/8/16,,Yes,1308442,,,,
174,132,,CMG,601,598752,CHIPOTLE MEXICAN GRILL INC,,COMPUTER MODELLING GROUP LTD,165914,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Ryan Schneider,Executive Director,1,7/12/18,5/10/22,Yes,1457763,,,,
336,257,,HCA,662,1692837,HCA HEALTHCARE INC,,HCA HEALTHCARE INC (HCA Holdings Inc prior to 05/2017),22260,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Sam Hazen,Executive Director,1,1/1/19,,Yes,35175,,,,
137,106,,MU,376,20589,MICRON TECHNOLOGY INC,,MICRON TECHNOLOGY INC,7343,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,President/CEO,Sanjay Mehrotra,Executive Director,1,5/8/17,,Yes,205405,,,,
475,360,,INTU,309,16626,INTUIT INC,,INTUIT INC,27928,1,,,,,MIDDLE-EASTERN/NORTH AFRICAN,No,MiddleEastern/NorthAfrican,,,,,,,,,,,,,President/CEO,Sasan Goodarzi,Executive Director,1,1/1/19,2/1/24,Yes,556870,,,,
522,402,,MSFT,380,20601,MICROSOFT CORP,,MICROSOFT CORP,12141,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,CEO,Satya Nadella,Executive Director,1,2/4/14,6/16/21,Yes,499383,,,,
278,216,,TXT,520,30529,TEXTRON INC,,TEXTRON INC,10519,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Scott Donnelly,Executive Director,1,9/1/10,,Yes,32459,,,,
359,276,,PXD,433,24506,PIONEER NATURAL RESOURCES CO,,PIONEER NATURAL RESOURCES CO,14359,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Scott Sheffield,Executive Director,1,2/21/19,1/1/21,Yes,66062,,,,
457,345,,VRSK,644,1586724,VERISK ANALYTICS INC,,VERISK ANALYTICS INC,180652,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Scott Stephenson,Executive Director,1,4/1/16,5/5/22,Yes,982579,,,,
497,380,,CAG,145,7619,CONAGRA BRANDS INC,,CONAGRA BRANDS INC (Conagra Foods Inc prior to 11/2016),3362,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Sean Connolly,Executive Director,1,4/6/15,,Yes,837621,,,,
164,125,,APD,8,1173,AIR PRODUCTS & CHEMICALS INC,,AIR PRODUCTS & CHEMICALS INC,1209,1,,,,,MIDDLE-EASTERN/NORTH AFRICAN,No,MiddleEastern/NorthAfrican,,,,,,,,,,,,,Chairman/President/CEO,Seifi Ghasemi,Executive Director,1,7/1/14,,Yes,24391,,,,
427,321,,PODD,622,862492,INSULET CORP,,INSULET CORPORATION,177227,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Shacey Petrovic,Executive Director,1,1/1/19,6/1/22,Yes,1519215,,,,
460,348,,ADBE,4,808,ADOBE INC,,ADOBE INC (Adobe Systems Inc prior to 10/2018),12540,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,Chairman/President/CEO,Shantanu Narayen,Executive Director,1,1/27/17,1/13/22,Yes,49351,,,,
179,136,,LVS,603,603630,LAS VEGAS SANDS CORP,,LAS VEGAS SANDS CORP,161844,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO/Treasurer,Sheldon Adelson,Executive Director,1,8/1/04,1/11/21,Yes,373289,,,,
425,319,,MRNA,719,2959246,MODERNA INC,,MODERNA INC,34410,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,St__©phane Bancel,Executive Director,1,12/7/18,,Yes,507530,,,,
149,113,,HSIC,274,14669,HENRY SCHEIN INC,,HENRY SCHEIN INC,61494,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Stan Bergman,Executive Director,1,5/18/05,,Yes,85377,,,,
511,391,,MSI,657,1681880,MOTOROLA SOLUTIONS INC,,LIFEWORKS INC (Morneau Shepell Inc prior to 05/2021) (De-listed 09/2022),7585,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Stephen Liptrap,Executive Director,1,5/4/17,9/2/22,Yes,1060498,,,,
127,98,,K,322,17777,KELLOGG CO,,KELLANOVA CO (Kellogg Co prior to 10/2023),6375,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Steve Cahillane,Executive Director,1,3/16/18,,Yes,455061,,,,
352,271,,J,313,17251,JACOBS ENGINEERING GROUP INC,,JACOBS SOLUTIONS INC (Jacobs Engineering Group Inc prior to 08/2022),6216,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Steve Demetriou,Executive Director,1,7/28/16,1/24/23,Yes,349932,,,,
592,452,,BK,688,1987552,BANK OF NEW YORK MELLON CORP,,CANADIAN BANC CORP,2019,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Steve Finch,Executive Director,1,7/15/05,,Yes,735008,,,,
117,90,,CINF,126,6863,CINCINNATI FINANCIAL CORP,,CINCINNATI FINANCIAL CORP,14824,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Steve Johnston,Executive Director,1,5/2/11,5/2/20,Yes,270963,,,,
210,156,,KMI,661,1687673,KINDER MORGAN INC,,KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011),6310,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Steve Kean,Executive Director,1,4/18/18,8/1/23,Yes,480557,,,,
423,317,,HOLX,280,14967,HOLOGIC INC,,HOLOGIC INC,20904,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Steve MacMillan,Executive Director,1,6/16/15,,Yes,41481,,,,
271,209,,QCOM,459,25529,QUALCOMM INC,,QUALCOMM INC,24800,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Steve Mollenkopf,Executive Director,1,3/4/14,6/30/21,Yes,640531,,,,
550,424,,VFC,552,32574,VF CORP,,VF CORP,11060,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive)/President/CEO,Steve Rendle,Executive Director,1,10/28/17,12/2/22,Yes,831805,,,,
641,487,,VNO,554,32928,VORNADO REALTY TRUST,,VORNADO REALTY TRUST,11220,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Steve Roth,Executive Director,1,4/15/13,,Yes,142089,,,,
455,343,,DGX,461,25578,QUEST DIAGNOSTICS INC,,QUEST DIAGNOSTICS INC,64166,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Steve Rusckowski,Executive Director,1,1/1/17,11/1/22,Yes,37246,,,,
53,38,,MCHP,373,20566,MICROCHIP TECHNOLOGY INC,,MICROCHIP TECHNOLOGY INC,27965,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,Chairman/CEO,Steve Sanghi,Executive Director,1,2/3/16,3/1/21,Yes,61502,,,,
342,263,,HBAN,292,15235,HUNTINGTON BANCSHARES,,HUNTINGTON BANCSHARES INC,5786,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Steve Steinour,Executive Director,1,1/14/09,,Yes,200105,,,,
