obs,1num,tic,1conm_x,gvkey,1ceo_minority,new_director_source,new_director_name,2director_race(black),2num,2Company,2AnnDate,2permno,TMT_verify_link(Manual Check),*TMT_Active_in_2020_afterMay26(Manual Check),CrossVerify_2role_type,2Confounded,2Interim,2gender(female?),blackTMT?,Num_Black_TMT,EverHad_Black_TMT,3num,3CompanyID,3DirectorID,3CompanyName,3RoleName,1ethnicity (from boardex),3DateStartRole,3DateEndRole,3Seniority,Director_EverBeen_CEO?,3Director_Active_in_2020_afterMay26
375,475,OMC,OMNICOM GROUP INC,4066,0,3BoardEx,John Wren III,,,,,,,Yes,,,,,,0,0,409,23113,35509,OMNICOM GROUP INC,Chairman/CEO,CAUCASIAN/WHITE,5/22/18,,Executive Director,1,Yes
376,12,HBI,HANESBRANDS INC,175319,0,2Bermiss,Joia Johnson,1,203,Hanesbrands,1/11/07,91416,,,TMT,0,,1,1,1,1,624,882407,514830,HANESBRANDS INC,CEO,CAUCASIAN/WHITE,10/1/16,8/3/20,Executive Director,1,Yes
377,465,L,LOEWS CORP,6781,0,3BoardEx,Jon Tisch,,,,,,,Yes,,,,,,0,0,348,19065,36825,LOEWS CORP,Co-Chairman,CAUCASIAN/WHITE,1/10/06,,Executive Director,0,Yes
378,281,IDXX,IDEXX LABS INC,24197,0,3BoardEx,Jonathan Mazelsky,,,,,,,Yes,,,,,,0,0,294,15486,1254756,IDEXX LABORATORIES INC,President/CEO,CAUCASIAN/WHITE,10/23/19,,Executive Director,1,Yes
379,408,ETSY,ETSY INC,23238,0,3BoardEx,Josh Silverman,,,,,,,Yes,,,,,,0,0,703,2236759,765386,ETSY INC,President/CEO,CAUCASIAN/WHITE,5/3/17,,Executive Director,1,Yes
380,376,ADM,ARCHER-DANIELS-MIDLAND CO,1722,1,3BoardEx,Juan Luciano,,,,,,,Yes,,,,,,0,0,38,2490,890753,ARCHER-DANIELS-MIDLAND CO,Chairman/President/CEO,HISPANIC/LATIN AMERICAN,1/1/16,,Executive Director,1,Yes
381,106,MU,MICRON TECHNOLOGY INC,7343,1,3BoardEx,K Hsu,,,,,,,Yes,,,,,,0,0,378,20589,2554735,MICRON TECHNOLOGY INC,Chairman/Regional VP,INDIAN/SOUTH ASIAN,8/1/15,1/1/21,Executive Director,0,Yes
382,230,WBA,WALGREENS BOOTS ALLIANCE INC,11264,0,2Bermiss,Kathleen Wilson-Thompson,1,254,Walgreens Boots Alliance,11/23/09,19502,,,TMT,1,,1,1,2,1,560,33026,35981,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),Chairman (Executive),CAUCASIAN/WHITE,1/9/15,3/15/21,Executive Director,0,Yes
383,230,WBA,WALGREENS BOOTS ALLIANCE INC,11264,0,2Bermiss,Kathleen Wilson-Thompson,1,254,Walgreens Boots Alliance,11/23/09,19502,,,TMT,1,,1,1,2,1,559,33026,3997,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),Executive Vice Chairman/CEO,CAUCASIAN/WHITE,7/9/15,3/15/21,Executive Director,1,Yes
384,55,KO,COCA-COLA CO,3144,0,2Bermiss,Kathy Waller,1,243,Coca-Cola,2/20/14,11308,,,TMT,1,,1,1,3,1,140,7204,877797,COCA-COLA CO,Chairman/CEO,CAUCASIAN/WHITE,4/24/19,,Executive Director,1,Yes
385,73,NOC,NORTHROP GRUMMAN CORP,7985,0,3BoardEx,Kathy Warden,,,,,,,Yes,,,,,,0,0,398,22521,1255302,NORTHROP GRUMMAN CORP,Chair/President/CEO,CAUCASIAN/WHITE,8/1/19,,Executive Director,1,Yes
386,300,MAS,MASCO CORP,7085,0,3BoardEx,Keith Allman,,,,,,,Yes,,,,,,0,0,360,19758,1135450,MASCO CORP,President/CEO,CAUCASIAN/WHITE,2/14/14,,Executive Director,1,Yes
387,40,ON,ON SEMICONDUCTOR CORP,134932,0,3BoardEx,Keith Jackson,,,,,,,Yes,,,,,,0,0,410,23134,200418,ON SEMICONDUCTOR CORP,President/CEO,CAUCASIAN/WHITE,11/19/02,12/7/20,Executive Director,1,Yes
388,459,FOXA,FOX CORP,34636,0,3BoardEx,Keith Murdoch,,,,,,,Yes,,,,,,0,0,723,3010375,4799,FOX CORP,Chairman,CAUCASIAN/WHITE,3/19/19,11/17/23,Executive Director,0,Yes
389,34,TFC,TRUIST FINANCIAL CORP,11856,0,3BoardEx,Kelly King,,,,,,,Yes,,,,,,0,0,53,3718,39271,TRUIST FINANCIAL CORP (BB&T Corp prior to 12/2019),Chairman/CEO,CAUCASIAN/WHITE,12/20/16,9/12/21,Executive Director,1,Yes
390,494,HII,HUNTINGTON INGALLS IND INC,186310,0,2Bermiss,Kellye Walker,1,242,Huntington Ingalls Industries,12/17/14,12623,,,TMT,1,,1,1,2,1,663,1694757,487356,HUNTINGTON INGALLS INDUSTRIES INC,President/CEO,CAUCASIAN/WHITE,3/31/11,3/1/22,Executive Director,1,Yes
391,289,MRK,MERCK & CO,7257,1,3BoardEx,Ken Frazier,1,195,Merck,2/16/10,22752,,,TMT,1,,1,1,4,1,484,27219,31551,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,BLACK/AFRICAN AMERICAN,12/1/11,4/1/21,Executive Director,1,Yes
392,289,MRK,MERCK & CO,7257,1,3BoardEx,Ken Frazier,1,187,Merck,7/27/07,22752,,,TMT,1,,0,1,4,1,484,27219,31551,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,BLACK/AFRICAN AMERICAN,12/1/11,4/1/21,Executive Director,1,Yes
393,289,MRK,MERCK & CO,7257,1,3BoardEx,Ken Frazier,1,19,Merck,11/30/10,22752,,Yes,CEO,0,0,0,1,4,1,484,27219,31551,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,BLACK/AFRICAN AMERICAN,12/1/11,4/1/21,Executive Director,1,Yes
394,289,MRK,MERCK & CO,7257,1,3BoardEx,Ken Frazier,1,179,Merck,5/25/05,22752,,,TMT,0,,0,1,4,1,484,27219,31551,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,BLACK/AFRICAN AMERICAN,12/1/11,4/1/21,Executive Director,1,Yes
395,356,FTNT,FORTINET INC,183377,1,3BoardEx,Ken Xie,,,,,,,Yes,,,,,,0,0,648,1606380,1055310,FORTINET INC,Chairman/CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),11/11/13,,Executive Director,1,Yes
396,451,AXP,AMERICAN EXPRESS CO,1447,0,2Bermiss,Kenneth Chenault,1,135,American Express,4/27/99,59176,,Yes,CEO,1,0,0,1,3,1,13,1355,1077323,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),CEO,CAUCASIAN/WHITE,3/27/17,7/21/21,Executive Director,1,Yes
397,451,AXP,AMERICAN EXPRESS CO,1447,0,2Bermiss,Kenneth Chenault,1,135,American Express,4/27/99,59176,,Yes,CEO,1,0,0,1,3,1,22,1815,455385,AMERICAN EXPRESS CO,Chairman/CEO,CAUCASIAN/WHITE,2/1/18,,Executive Director,1,Yes
398,289,MRK,MERCK & CO,7257,1,2Bermiss,Kenneth Frazier,1,19,Merck,11/30/10,22752,,Yes,CEO,0,0,0,1,4,1,484,27219,31551,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,BLACK/AFRICAN AMERICAN,12/1/11,4/1/21,Executive Director,1,Yes
399,289,MRK,MERCK & CO,7257,1,2Bermiss,Kenneth Frazier,1,187,Merck,7/27/07,22752,,,TMT,1,,0,1,4,1,484,27219,31551,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,BLACK/AFRICAN AMERICAN,12/1/11,4/1/21,Executive Director,1,Yes
400,421,DVA,DAVITA INC,61483,1,3BoardEx,Kent Thiry,,,,,,,Yes,,,,,,0,0,174,8783,71242,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),Chairman (Executive),HISPANIC/LATIN AMERICAN,6/1/19,6/1/20,Executive Director,0,Yes
401,303,WEC,WEC ENERGY GROUP INC,11550,0,3BoardEx,Kevin Fletcher,,,,,,,Yes,,,,,,0,0,572,33607,885203,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),President/CEO,CAUCASIAN/WHITE,2/1/19,2/1/22,Executive Director,1,Yes
402,404,SBUX,STARBUCKS CORP,25434,0,3BoardEx,Kevin Johnson,,,,,,,Yes,,,,,,0,0,504,29093,31844,STARBUCKS CORP,President/CEO,CAUCASIAN/WHITE,4/3/17,4/4/22,Executive Director,1,Yes
403,192,SYK,STRYKER CORP,10115,1,3BoardEx,Kevin Lobo,,,,,,,Yes,,,,,,0,0,506,29405,1117420,STRYKER CORP,Chair/CEO,INDIAN/SOUTH ASIAN,8/1/18,10/1/21,Executive Director,1,Yes
404,206,DXCM,DEXCOM INC,162887,0,3BoardEx,Kevin Sayer,,,,,,,Yes,,,,,,0,0,591,373917,346517,DEXCOM INC,Chairman/President/CEO,CAUCASIAN/WHITE,7/30/18,,Executive Director,1,Yes
405,242,XRX,XEROX HOLDINGS CORP,11636,0,2Bermiss,Kevin Warren,1,245,Xerox,12/7/16,27983,,,TMT,1,,0,1,5,1,573,33850,1117881,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),Vice Chairman/CEO,CAUCASIAN/WHITE,5/14/18,6/28/22,Executive Director,1,Yes
406,301,AOS,SMITH (A.O.),9771,0,3BoardEx,Kevin Wheeler,,,,,,,No,,,,,,0,0,497,28304,1302544,SMITH (AO) CORP,President/CEO,CAUCASIAN/WHITE,9/1/18,5/1/20,Executive Director,1,No
407,264,ATO,ATMOS ENERGY CORP,4383,0,3BoardEx,Kim Cocklin,,,,,,,Yes,,,,,,0,0,39,2963,328716,ATMOS ENERGY CORP,Chairman (Executive),CAUCASIAN/WHITE,10/1/17,11/23/20,Executive Director,0,Yes
408,451,AXP,AMERICAN EXPRESS CO,1447,0,2Bermiss,Kim Goodman,1,189,American Express,7/12/07,59176,,,TMT,0,,1,1,3,1,13,1355,1077323,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),CEO,CAUCASIAN/WHITE,3/27/17,7/21/21,Executive Director,1,Yes
409,451,AXP,AMERICAN EXPRESS CO,1447,0,2Bermiss,Kim Goodman,1,189,American Express,7/12/07,59176,,,TMT,0,,1,1,3,1,22,1815,455385,AMERICAN EXPRESS CO,Chairman/CEO,CAUCASIAN/WHITE,2/1/18,,Executive Director,1,Yes
410,438,CMCSA,COMCAST CORP,3226,0,2Bermiss,Kimberley Harris,1,192,Comcast,7/16/13,89565,,,TMT,1,,1,1,1,1,143,7387,35803,COMCAST CORP (AT&T Comcast Corp prior to 11/2002),Chairman/President/CEO,CAUCASIAN/WHITE,5/25/04,10/11/22,Executive Director,1,Yes
411,459,FOXA,FOX CORP,34636,0,3BoardEx,Lachlan Murdoch,,,,,,,Yes,,,,,,0,0,725,3010375,15156,FOX CORP,Chair (Executive)/CEO,CAUCASIAN/WHITE,3/19/19,,Executive Director,1,Yes
412,143,UNP,UNION PACIFIC CORP,10867,0,3BoardEx,Lance Fritz,1,170,Union Paci_c,11/17/16,48725,,,TMT,1,,0,1,3,1,532,31786,603672,UNION PACIFIC CORP,Chairman/President/CEO,CAUCASIAN/WHITE,10/1/15,8/14/23,Executive Director,1,Yes
413,143,UNP,UNION PACIFIC CORP,10867,0,3BoardEx,Lance Fritz,1,171,Union Paci_c,3/15/12,48725,,,TMT,1,,0,1,3,1,532,31786,603672,UNION PACIFIC CORP,Chairman/President/CEO,CAUCASIAN/WHITE,10/1/15,8/14/23,Executive Director,1,Yes
414,143,UNP,UNION PACIFIC CORP,10867,0,3BoardEx,Lance Fritz,1,185,Union Paci_c,6/7/16,48725,,,TMT,0,,1,1,3,1,532,31786,603672,UNION PACIFIC CORP,Chairman/President/CEO,CAUCASIAN/WHITE,10/1/15,8/14/23,Executive Director,1,Yes
415,434,GE,GENERAL ELECTRIC CO,5047,0,3BoardEx,Larry Culp Jr,,,,,,,Yes,,,,,,0,0,254,12986,36907,GENERAL ELECTRIC CO,Chairman/CEO,CAUCASIAN/WHITE,9/30/18,,Executive Director,1,Yes
416,337,ORCL,ORACLE CORP,12142,0,3BoardEx,Larry Ellison,1,225,Oracle,1/13/04,10104,,,TMT,1,,0,1,1,1,413,23295,27485,ORACLE CORP,Executive Chairman/Chief Technology Officer,CAUCASIAN/WHITE,9/17/14,,Executive Director,0,Yes
417,453,BLK,BLACKROCK INC,124434,0,3BoardEx,Larry Fink,,,,,,,Yes,,,,,,0,0,83,4584,140463,BLACKROCK INC,Chairman/CEO,CAUCASIAN/WHITE,1/1/98,,Executive Director,1,Yes
418,109,GL,GLOBE LIFE INC,10614,0,3BoardEx,Larry Hutchison,,,,,,,Yes,,,,,,0,0,526,30937,58946,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),Co-Chairman/Co-CEO,CAUCASIAN/WHITE,4/24/14,12/31/22,Executive Director,1,Yes
419,214,CVS,CVS HEALTH CORP,7241,0,3BoardEx,Larry Merlo,,,,,,,Yes,,,,,,0,0,168,8468,45626,CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),President/CEO,CAUCASIAN/WHITE,3/1/11,2/1/21,Executive Director,1,Yes
420,100,ROP,ROPER TECHNOLOGIES INC,24925,0,3BoardEx,Laurence Hunn,,,,,,,Yes,,,,,,0,0,477,26544,796522,ROPER TECHNOLOGIES INC (Roper Industries Inc prior to 04/2015),President/CEO,CAUCASIAN/WHITE,9/19/18,,Executive Director,1,Yes
421,8,MKC,MCCORMICK & CO INC,7146,0,3BoardEx,Lawrence Kurzius,,,,,,,Yes,,,,,,0,0,363,19939,481697,MCCORMICK & CO INC,Chairman/President/CEO,CAUCASIAN/WHITE,1/31/17,6/1/22,Executive Director,1,Yes
422,86,GLW,CORNING INC,3532,0,2Bermiss,Lawrence McRae,1,211,Corning,10/7/10,22293,,,TMT,1,,0,1,1,1,,,,,,CAUCASIAN/WHITE,,,,0,No
423,195,BF.B,BROWN FORMAN CORP,2435,0,3BoardEx,Lawson Whiting,,,,,,,Yes,,,,,,0,0,93,5210,1113025,BROWN FORMAN CORP,President/CEO,CAUCASIAN/WHITE,3/28/19,,Executive Director,1,Yes
424,309,TGT,TARGET CORP,3813,0,2Bermiss,Laysha Ward,1,244,Target,12/17/14,49154,,,TMT,1,,1,1,1,1,511,29978,34696,TARGET CORP,Chairman/CEO,CAUCASIAN/WHITE,,,Executive Director,1,No
425,309,TGT,TARGET CORP,3813,0,2Bermiss,Laysha Ward,1,244,Target,12/17/14,49154,,,TMT,1,,1,1,1,1,513,29978,310363,TARGET CORP,Chair/CEO,CAUCASIAN/WHITE,8/12/14,,Executive Director,1,Yes
426,158,MRO,MARATHON OIL CORP,7017,0,3BoardEx,Lee Tillman,,,,,,,Yes,,,,,,0,0,542,32067,1314672,MARATHON OIL CORP (USX Marathon Group prior to 01/2002),Chairman/President/CEO,CAUCASIAN/WHITE,2/1/19,,Executive Director,1,Yes
427,441,ETR,ENTERGY CORP,7366,0,3BoardEx,Leo Denault,1,166,Entergy,1/31/12,24010,,,TMT,1,,0,1,2,1,207,10750,204855,ENTERGY CORP,Chairman/CEO,CAUCASIAN/WHITE,2/1/13,11/1/22,Executive Director,1,Yes
428,441,ETR,ENTERGY CORP,7366,0,3BoardEx,Leo Denault,1,249,Entergy,6/7/10,24010,,,TMT,1,,0,1,2,1,207,10750,204855,ENTERGY CORP,Chairman/CEO,CAUCASIAN/WHITE,2/1/13,11/1/22,Executive Director,1,Yes
429,458,EL,ESTEE LAUDER COMPANIES INC,61567,0,3BoardEx,Leonard Lauder,1,236,Estee Lauder,7/18/12,82642,,,TMT,0,,1,1,2,1,219,11074,51286,ESTEE LAUDER COS INC,Chairman Emeritus,CAUCASIAN/WHITE,7/1/09,11/17/23,Executive Director,0,Yes
430,458,EL,ESTEE LAUDER COMPANIES INC,61567,0,3BoardEx,Leonard Lauder,1,238,Estee Lauder,7/18/12,82642,,,TMT,0,,1,1,2,1,219,11074,51286,ESTEE LAUDER COS INC,Chairman Emeritus,CAUCASIAN/WHITE,7/1/09,11/17/23,Executive Director,0,Yes
431,261,BBWI,BATH & BODY WORKS INC,6733,0,3BoardEx,Leslie Wexner,,,,,,,No,,,,,,0,0,340,18892,53436,BATH & BODY WORKS INC (L Brands Inc prior to 08/2021),Chairman/CEO,CAUCASIAN/WHITE,1/1/02,5/14/20,Executive Director,1,No
432,134,SWKS,SKYWORKS SOLUTIONS INC,1327,0,3BoardEx,Liam Griffin,,,,,,,Yes,,,,,,0,0,17,1573,327486,SKYWORKS SOLUTIONS INC (Alpha Industries prior to 6/2002),President/CEO,CAUCASIAN/WHITE,5/11/16,5/13/21,Executive Director,1,Yes
433,84,TFX,TELEFLEX INC,10407,0,3BoardEx,Liam Kelly,,,,,,,No,,,,,,0,0,515,30265,1115309,TELEFLEX INC,President/CEO,CAUCASIAN/WHITE,5/4/18,5/1/20,Executive Director,1,No
434,22,LMT,LOCKHEED MARTIN CORP,6774,0,2Bermiss,Linda Gooden,1,188,Lockheed Martin,12/7/06,21178,,,TMT,1,,1,1,1,1,342,19048,202548,LOCKHEED MARTIN CORP,Chairman/President/CEO,CAUCASIAN/WHITE,1/1/14,6/15/20,Executive Director,1,Yes
435,353,CDNS,CADENCE DESIGN SYSTEMS INC,13421,1,3BoardEx,Lip-Bu Tan,,,,,,,Yes,,,,,,0,0,97,5480,182411,CADENCE DESIGN SYSTEMS INC,CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),11/16/17,12/15/21,Executive Director,1,Yes
436,173,NI,NISOURCE INC,7974,0,2Bermiss,Lloyd Yates,1,118,NiSource,1/28/22,38762,,Yes,CEO,1,0,0,1,2,1,394,22260,594908,NISOURCE INC (NIPSCO Industries Inc prior to 04/1999),President/CEO,CAUCASIAN/WHITE,7/1/15,2/14/22,Executive Director,1,Yes
437,148,BKR,BAKER HUGHES CO,32106,0,3BoardEx,Lorenzo Simonelli,,,,,,,Yes,,,,,,0,0,48,3415,641184,BAKER HUGHES CO (Baker Hughes a GE Co prior to 10/2019),Chairman/President/CEO,CAUCASIAN/WHITE,10/2/17,,Executive Director,1,Yes
438,29,DUK,DUKE ENERGY CORP,4093,0,3BoardEx,Lynn Good,,,,,,,Yes,,,,,,0,0,623,867887,204347,DUKE ENERGY CORP,Chairman/President/CEO,CAUCASIAN/WHITE,1/1/16,,Executive Director,1,Yes
439,479,PVH,PVH CORP,8551,0,3BoardEx,Manny Chirico,,,,,,,Yes,,,,,,0,0,430,24356,207452,PVH CORP,Chairman/CEO,CAUCASIAN/WHITE,6/19/07,2/1/21,Executive Director,1,Yes
440,308,GIS,GENERAL MILLS INC,5071,0,2Bermiss,Marc Belton,1,161,General Mills,5/3/05,17144,,,TMT,1,,0,1,2,1,260,13273,1015485,GILEAD SCIENCES INC,Chairman/CEO,CAUCASIAN/WHITE,3/1/19,,Executive Director,1,Yes
441,308,GIS,GENERAL MILLS INC,5071,0,2Bermiss,Marc Belton,1,162,General Mills,5/4/06,17144,,,TMT,1,,0,1,2,1,260,13273,1015485,GILEAD SCIENCES INC,Chairman/CEO,CAUCASIAN/WHITE,3/1/19,,Executive Director,1,Yes
442,308,GIS,GENERAL MILLS INC,5071,0,2Bermiss,Marc Belton,1,161,General Mills,5/3/05,17144,,,TMT,1,,0,1,2,1,257,13034,988199,GENERAL MILLS INC,Chairman/CEO,CAUCASIAN/WHITE,1/1/18,,Executive Director,1,Yes
443,308,GIS,GENERAL MILLS INC,5071,0,2Bermiss,Marc Belton,1,162,General Mills,5/4/06,17144,,,TMT,1,,0,1,2,1,257,13034,988199,GENERAL MILLS INC,Chairman/CEO,CAUCASIAN/WHITE,1/1/18,,Executive Director,1,Yes
444,481,SLG,SL GREEN REALTY CORP,65290,0,3BoardEx,Marc Holliday,,,,,,,Yes,,,,,,0,0,495,28228,181802,SL GREEN REALTY CORP,Chairman/CEO,CAUCASIAN/WHITE,1/1/19,12/31/23,Executive Director,1,Yes
445,50,EFX,EQUIFAX INC,4423,0,3BoardEx,Marc Rossiter,,,,,,,Yes,,,,,,0,0,649,1630130,1385042,ENERFLEX LTD,President/CEO,CAUCASIAN/WHITE,5/3/19,,Executive Director,1,Yes
446,441,ETR,ENTERGY CORP,7366,0,2Bermiss,Marcus Brown,1,166,Entergy,1/31/12,24010,,,TMT,1,,0,1,2,1,720,2978540,655507,ETRUSCUS RESOURCES CORP,Chairman (Executive),CAUCASIAN/WHITE,1/15/19,11/23/21,Executive Director,0,Yes
447,441,ETR,ENTERGY CORP,7366,0,2Bermiss,Marcus Brown,1,166,Entergy,1/31/12,24010,,,TMT,1,,0,1,2,1,721,2978540,2141493,ETRUSCUS RESOURCES CORP,President/CEO,CAUCASIAN/WHITE,1/15/19,7/1/21,Executive Director,1,Yes
448,441,ETR,ENTERGY CORP,7366,0,2Bermiss,Marcus Brown,1,166,Entergy,1/31/12,24010,,,TMT,1,,0,1,2,1,207,10750,204855,ENTERGY CORP,Chairman/CEO,CAUCASIAN/WHITE,2/1/13,11/1/22,Executive Director,1,Yes
449,239,SYF,SYNCHRONY FINANCIAL,20686,0,3BoardEx,Margaret Keane,,,,,,,Yes,,,,,,0,0,699,2129744,1111132,SYNCHRONY FINANCIAL,CEO,CAUCASIAN/WHITE,5/2/19,4/1/21,Executive Director,1,Yes
450,22,LMT,LOCKHEED MARTIN CORP,6774,0,3BoardEx,Marillyn Hewson,1,188,Lockheed Martin,12/7/06,21178,,,TMT,1,,1,1,1,1,342,19048,202548,LOCKHEED MARTIN CORP,Chairman/President/CEO,CAUCASIAN/WHITE,1/1/14,6/15/20,Executive Director,1,Yes
451,50,EFX,EQUIFAX INC,4423,0,3BoardEx,Mark Begor,,,,,,,Yes,,,,,,0,0,211,10896,202312,EQUIFAX INC,CEO,CAUCASIAN/WHITE,4/16/18,,Executive Director,1,Yes
452,283,CPB,CAMPBELL SOUP CO,2663,0,3BoardEx,Mark Clouse,,,,,,,Yes,,,,,,0,0,98,5620,1122227,CAMPBELL SOUP CO,President/CEO,CAUCASIAN/WHITE,1/22/19,,Executive Director,1,Yes
453,26,EMN,EASTMAN CHEMICAL CO,29392,0,3BoardEx,Mark Costa,,,,,,,Yes,,,,,,0,0,196,9940,534777,EASTMAN CHEMICAL CO,Chair/CEO,CAUCASIAN/WHITE,6/30/14,,Executive Director,1,Yes
454,316,BSX,BOSTON SCIENTIFIC CORP,25279,0,3BoardEx,Mark Eaton,,,,,,,Yes,,,,,,0,0,640,1264297,730965,BELO SUN MINING CORP (Verena Minerals Corp prior to 07/2010),Chairman (Executive),CAUCASIAN/WHITE,8/15/14,,Executive Director,0,Yes
455,417,META,META PLATFORMS INC,170617,0,3BoardEx,Mark Goliger,,,,,,,Yes,,,,,,0,0,708,2429185,2127717,META GROWTH CORP (National Access Cannabis Corp prior to 03/2020) (De-listed 11/2020),CEO,CAUCASIAN/WHITE,9/10/18,11/18/20,Executive Director,1,Yes
456,324,TER,TERADYNE INC,10453,0,3BoardEx,Mark Jagiela,,,,,,,Yes,,,,,,0,0,517,30437,488571,TERADYNE INC,President/CEO,CAUCASIAN/WHITE,2/1/14,7/1/22,Executive Director,1,Yes
457,229,PKG,PACKAGING CORP OF AMERICA,128978,0,3BoardEx,Mark Kowlzan,,,,,,,Yes,,,,,,0,0,422,23635,205273,PACKAGING CORP OF AMERICA,Chairman/CEO,CAUCASIAN/WHITE,1/1/16,,Executive Director,1,Yes
458,455,C,CITIGROUP INC,3243,0,2Bermiss,Mark Mason,1,208,Citigroup,9/7/06,70519,,,TMT,1,,0,1,1,1,713,2667306,1480332,CONTACT GOLD CORP (Winwell Ventures Inc prior to 06/2017),President/CEO,CAUCASIAN/WHITE,6/7/17,,Executive Director,1,Yes
459,455,C,CITIGROUP INC,3243,0,2Bermiss,Mark Mason,1,208,Citigroup,9/7/06,70519,,,TMT,1,,0,1,1,1,131,6930,604908,CITIGROUP INC,CEO,CAUCASIAN/WHITE,10/15/12,2/26/21,Executive Director,1,Yes
460,383,EQR,EQUITY RESIDENTIAL,28733,0,3BoardEx,Mark Parrell,,,,,,,Yes,,,,,,0,0,214,10928,552575,EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002),President/CEO,CAUCASIAN/WHITE,12/31/18,,Executive Director,1,Yes
461,403,PCAR,PACCAR INC,8253,0,3BoardEx,Mark Pigott,,,,,,,Yes,,,,,,0,0,420,23563,51632,PACCAR INC,Chairman (Executive),CAUCASIAN/WHITE,4/27/14,,Executive Director,0,Yes
462,83,SJM,SMUCKER (JM) CO,9777,0,3BoardEx,Mark Smucker,,,,,,,Yes,,,,,,0,0,499,28325,548682,J. M. SMUCKER CO (THE),President/CEO,CAUCASIAN/WHITE,5/1/16,8/17/22,Executive Director,1,Yes
463,254,IP,INTL PAPER CO,6104,0,3BoardEx,Mark Sutton,,,,,,,Yes,,,,,,0,0,307,16569,621903,INTERNATIONAL PAPER CO,Chairman/CEO,CAUCASIAN/WHITE,1/1/15,,Executive Director,1,Yes
464,417,META,META PLATFORMS INC,170617,0,3BoardEx,Mark Zuckerberg,,,,,,,Yes,,,,,,0,0,672,1820060,646335,META PLATFORMS INC (Facebook Inc prior to 11/2021),Chairman/CEO,CAUCASIAN/WHITE,5/18/12,,Executive Director,1,Yes
465,194,PAYX,PAYCHEX INC,8402,0,3BoardEx,Martin Mucci,,,,,,,Yes,,,,,,0,0,424,23945,39151,PAYCHEX INC,President/CEO,CAUCASIAN/WHITE,10/14/10,12/1/21,Executive Director,1,Yes
466,54,IVZ,INVESCO LTD,29804,0,3BoardEx,Marty Flanagan,,,,,,,Yes,,,,,,0,0,29,2129,36584,INVESCO LTD (Invesco PLC prior to 12/2007),President/CEO,CAUCASIAN/WHITE,8/1/05,6/30/23,Executive Director,1,Yes
467,3,LOW,LOWE'S COS INC,6829,1,2Bermiss,Marvin Ellison,1,17,Lowe_¡_¯s Companies,5/22/18,61399,,Yes,CEO,0,0,0,,1,1,350,19193,489833,LOWE'S COS INC,President/CEO,BLACK/AFRICAN AMERICAN,7/2/18,6/1/21,Executive Director,1,Yes
468,3,LOW,LOWE'S COS INC,6829,1,3BoardEx,Marvin Ellison,1,17,Lowe_¡_¯s Companies,5/22/18,61399,,Yes,CEO,0,0,0,,1,1,350,19193,489833,LOWE'S COS INC,President/CEO,BLACK/AFRICAN AMERICAN,7/2/18,6/1/21,Executive Director,1,Yes
469,14,HD,HOME DEPOT INC,5680,0,2Bermiss,Marvin Ellison,1,183,Home Depot,8/25/08,66181,,,TMT,1,,0,1,3,1,281,14982,536170,HOME DEPOT INC,Chairman/President/CEO,CAUCASIAN/WHITE,2/2/15,10/5/20,Executive Director,1,Yes
470,82,MPC,MARATHON PETROLEUM CORP,186989,0,3BoardEx,Marvin Haasen,,,,,,,Yes,,,,,,0,0,645,1604377,2121957,MADISON PACIFIC PROPERTIES INC,President/CEO,CAUCASIAN/WHITE,11/1/12,7/17/23,Executive Director,1,Yes
471,299,GM,GENERAL MOTORS CO,5073,0,3BoardEx,Mary Barra,1,163,General Motors,6/9/16,12369,,,TMT,1,,1,1,1,1,654,1673114,892349,GENERAL MOTORS CO,Chair/CEO,CAUCASIAN/WHITE,1/4/16,,Executive Director,1,Yes
472,390,MDLZ,MONDELEZ INTERNATIONAL INC,142953,0,2Bermiss,Mary Beth West,1,248,Kraft Foods,10/29/07,89006,,,TMT,0,,1,1,1,1,329,18164,640369,MONDELEZ INTERNATIONAL INC,Chairman/CEO,CAUCASIAN/WHITE,4/1/18,,Executive Director,1,Yes
