"1coid","tic.x","1conm_x","2Company","3CompanyName","gvkey","1ceo_minority","1ethnicity (from boardex)","ceo_name","2DirectorName","2First","2Last","3FirstName","3LastName","1ceo_race(black)","2BE","3RoleType","3RoleName","3Seniority","2020_Active","2020_Active_May26_Dec31","2020_CEO_Change","2020_2CEOs","2Female","2Gender","2AnnDate","2EndDate","3DateStartRole","3DateEndRole","X3num","X3CompanyID","X3DirectorID","2num","2permno","2Confounded","2Interim","obs","tic.y","conm_x","CrossVerified_ExecType","DirectorName","Ethnicity","Race(black)","BE_fromBermissData","Actual_Bermiss_discrepancy","Minority","Gender","Female","Num_Black_TMT","Active2020","CEO_Appointment_date_within_2020","DirectorName_source"
140,"FE","FIRSTENERGY CORP",NA,"FIRSTENERGY CORP","8099",0,"CAUCASIAN/WHITE","Chuck Jones Jr",NA,NA,NA,"Chuck","Jones Jr",NA,NA,"CEO","President/CEO","Executive Director",1,0,1,1,NA,NA,NA,NA,"1/1/15","5/24/20",182,11964,621318,NA,NA,NA,NA,175,"FE","FIRSTENERGY CORP","CEO","Chuck Jones Jr","Caucasian/White",0,NA,0,0,"M",0,0,"No",NA,"BoardEx"
140,"FE","FIRSTENERGY CORP",NA,"FIRSTENERGY CORP","8099",0,"CAUCASIAN/WHITE","Chuck Jones Jr",NA,NA,NA,"Chuck","Jones Jr",NA,NA,"CEO","President/CEO","Executive Director",1,0,1,1,NA,NA,NA,NA,"1/1/15","5/24/20",182,11964,621318,NA,NA,NA,NA,176,"FE","FIRSTENERGY CORP","CEO","Gurm Sangha","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
140,"FE","FIRSTENERGY CORP",NA,"FIRSTENERGY CORP","8099",0,"CAUCASIAN/WHITE","Steven E. Strah",NA,NA,NA,"Chuck","Jones Jr",NA,NA,"CEO","President/CEO","Executive Director",1,1,1,1,NA,NA,NA,NA,"10/1/20",NA,183,11964,621318,NA,NA,NA,NA,175,"FE","FIRSTENERGY CORP","CEO","Chuck Jones Jr","Caucasian/White",0,NA,0,0,"M",0,0,"No",NA,"BoardEx"
140,"FE","FIRSTENERGY CORP",NA,"FIRSTENERGY CORP","8099",0,"CAUCASIAN/WHITE","Steven E. Strah",NA,NA,NA,"Chuck","Jones Jr",NA,NA,"CEO","President/CEO","Executive Director",1,1,1,1,NA,NA,NA,NA,"10/1/20",NA,183,11964,621318,NA,NA,NA,NA,176,"FE","FIRSTENERGY CORP","CEO","Gurm Sangha","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
141,"BRK.B","BERKSHIRE HATHAWAY",NA,"BERKSHIRE HATHAWAY INC","2176",0,"CAUCASIAN/WHITE","Warren Buffett",NA,NA,NA,"Warren","Buffett",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,NA,NA,NA,NA,NA,NA,NA,"1/1/70",NA,60,4080,32543,NA,NA,NA,NA,54,"BRK.B","BERKSHIRE HATHAWAY","CEO","Warren Buffett","Caucasian/White",0,NA,0,0,"M",0,0,"No",NA,"BoardEx"
142,"UNP","UNION PACIFIC CORP",NA,"UNION PACIFIC CORP","10867",0,"CAUCASIAN/WHITE","Lance Fritz",NA,NA,NA,"Lance","Fritz",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/15","8/14/23",478,31786,603672,NA,NA,NA,NA,428,"UNP","UNION PACIFIC CORP","CEO","Lance Fritz","Caucasian/White",0,1,1,0,"M",0,3,"Yes",NA,"BoardEx"
143,"DE","DEERE & CO",NA,"DEERE & CO","3835",0,"CAUCASIAN/WHITE","John May",NA,NA,NA,"John","May",NA,NA,"CEO","President/CEO","Executive Director",1,0,NA,NA,NA,NA,NA,NA,"11/4/19","5/1/20",122,8886,1070838,NA,NA,NA,NA,122,"DE","DECISIVE DIVIDEND CORP","CEO","James Paterson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
144,"RF","REGIONS FINANCIAL CORP",NA,"REGIONS FINANCIAL CORP","4674",0,"CAUCASIAN/WHITE","John Turner Jr",NA,NA,NA,"John","Turner Jr",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/2/18",NA,413,550049,488345,NA,NA,NA,NA,377,"RF","REGIONS FINANCIAL CORP","CEO","John Turner Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
145,"VMC","VULCAN MATERIALS CO",NA,"VULCAN MATERIALS CO","11228",0,"CAUCASIAN/WHITE","Tom Hill",NA,NA,NA,"Tom","Hill",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/16","9/20/23",491,32979,1085549,NA,NA,NA,NA,444,"VMC","VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021)","CEO","William Trainer","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
145,"VMC","VULCAN MATERIALS CO",NA,"VULCAN MATERIALS CO","11228",0,"CAUCASIAN/WHITE","Tom Hill",NA,NA,NA,"Tom","Hill",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/16","9/20/23",491,32979,1085549,NA,NA,NA,NA,447,"VMC","VULCAN MATERIALS CO","CEO","Tom Hill","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
146,"APA","APA CORP",NA,"APA CORP (Apache Corp prior to 03/2021)","1678",0,"CAUCASIAN/WHITE","John Christmann IV",NA,NA,NA,"John","Christmann IV",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/20/15","1/1/24",33,2307,535064,NA,NA,NA,NA,31,"APA","APA CORP","CEO","John Christmann IV","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
147,"BKR","BAKER HUGHES CO",NA,"BAKER HUGHES CO (Baker Hughes a GE Co prior to 10/2019)","32106",0,"CAUCASIAN/WHITE","Lorenzo Simonelli",NA,NA,NA,"Lorenzo","Simonelli",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/2/17",NA,57,3415,641184,NA,NA,NA,NA,47,"BKR","BAKER HUGHES CO","CEO","Lorenzo Simonelli","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
148,"CCI","CROWN CASTLE INC",NA,"CROWN CASTLE INC (Crown Castle International Corp prior to 08/2022)","113490",0,"CAUCASIAN/WHITE","Jay Brown",NA,NA,NA,"Jay","Brown",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/1/16","1/16/24",71,8304,620002,NA,NA,NA,NA,115,"CCI","CROWN CASTLE INC","CEO","Jay Brown","African American/Black",1,NA,1,1,"M",0,1,"Yes",NA,"BoardEx"
149,"CNP","CENTERPOINT ENERGY INC",NA,NA,"5742",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"COP","CONOCOPHILLIPS",NA,"CONOCOPHILLIPS COMPANY","8549",0,"CAUCASIAN/WHITE","Ryan Lance",NA,NA,NA,"Ryan","Lance",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/1/12",NA,97,24355,486834,NA,NA,NA,NA,106,"COP","CONOCOPHILLIPS","CEO","Ryan Lance","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
151,"CTRA","COTERRA ENERGY INC",NA,"COTERRA ENERGY INC (Cabot Oil & Gas Corp prior to 10/2021)","20548",0,"CAUCASIAN/WHITE","Dan Dinges",NA,NA,NA,"Dan","Dinges",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/2/02","10/1/21",108,5465,202913,NA,NA,NA,NA,114,"CTRA","COTERRA ENERGY INC","CEO","Dan Dinges","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
152,"EOG","EOG RESOURCES INC",NA,"EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999)","16478",0,"CAUCASIAN/WHITE","Bill Thomas",NA,NA,NA,"Bill","Thomas",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/14","9/30/21",159,10844,534761,NA,NA,NA,NA,152,"EOG","EOG RESOURCES INC","CEO","Bill Thomas","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
152,"EOG","EOG RESOURCES INC",NA,"EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999)","16478",0,"CAUCASIAN/WHITE","Bill Thomas",NA,NA,NA,"Bill","Thomas",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/14","9/30/21",159,10844,534761,NA,NA,NA,NA,153,"EOG","EOG RESOURCES INC","CEO","Gil Holzman","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
153,"HAL","HALLIBURTON CO",NA,"HALLIBURTON CO","5439",0,"CAUCASIAN/WHITE","Jeff Miller",NA,NA,NA,"Jeff","Miller",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/19",NA,209,14212,1269010,NA,NA,NA,NA,199,"HAL","HALLIBURTON CO","CEO","Jeff Miller","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
154,"HPE","HEWLETT PACKARD ENTERPRISE",NA,"HEWLETT PACKARD ENTERPRISE CO","26156",1,"HISPANIC/LATIN AMERICAN","Antonio Neri",NA,NA,NA,"Antonio","Neri",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/1/18",NA,222,2358912,1192124,NA,NA,NA,NA,208,"HPE","HEWLETT PACKARD ENTERPRISE","CEO","Antonio Neri","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
155,"KMI","KINDER MORGAN INC",NA,"KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011)","6310",0,"CAUCASIAN/WHITE","Steve Kean",NA,NA,NA,"Steve","Kean",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/18/18","8/1/23",268,1687673,480557,NA,NA,NA,NA,254,"KMI","KINDER MORGAN INC","CEO","Steve Kean","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
156,"LYB","LYONDELLBASELL INDUSTRIES NV",NA,"LYONDELLBASELL INDUSTRIES NV","294524",1,"INDIAN/SOUTH ASIAN","Bob Patel",NA,NA,NA,"Bob","Patel",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/1/18","12/31/21",293,1667126,1092110,NA,NA,NA,NA,273,"LYB","LYONDELLBASELL INDUSTRIES NV","CEO","Bob Patel","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
157,"MRO","MARATHON OIL CORP",NA,"MARATHON OIL CORP (USX Marathon Group prior to 01/2002)","7017",0,"CAUCASIAN/WHITE","Lee Tillman",NA,NA,NA,"Lee","Tillman",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/1/19",NA,321,32067,1314672,NA,NA,NA,NA,275,"MRO","MARATHON OIL CORP","CEO","Lee Tillman","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
158,"NOV","NOV INC",NA,"NOV INC (National Oilwell Varco Inc prior to 01/2021)","63892",0,"CAUCASIAN/WHITE","Clay Williams",NA,NA,NA,"Clay","Williams",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/30/14",NA,343,21553,207048,NA,NA,NA,NA,323,"NOV","NOV INC","CEO","Clay Williams","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
159,"NRG","NRG ENERGY INC",NA,"NRG ENERGY INC","135990",1,"HISPANIC/LATIN AMERICAN","Mauricio Gutierrez",NA,NA,NA,"Mauricio","Gutierrez",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/4/16","11/17/23",345,22626,598675,NA,NA,NA,NA,324,"NRG","NRG ENERGY INC","CEO","Mauricio Gutierrez","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
160,"OXY","OCCIDENTAL PETROLEUM CORP",NA,"OCCIDENTAL PETROLEUM CORP","8068",0,"CAUCASIAN/WHITE","Vicki Hollub",NA,NA,NA,"Vicki","Hollub",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/29/16",NA,367,22899,1304382,NA,NA,NA,NA,326,"OXY","OCCIDENTAL PETROLEUM CORP","CEO","Vicki Hollub","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
161,"PSX","PHILLIPS 66",NA,"PHILLIPS 66","170841",0,"CAUCASIAN/WHITE","Greg Garland",NA,NA,NA,"Greg","Garland",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/1/14","7/1/22",399,1813482,1089975,NA,NA,NA,NA,346,"PSX","PHILLIPS 66","CEO","Greg Garland","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
162,"PWR","QUANTA SERVICES INC",NA,"QUANTA SERVICES INC","66446",0,"CAUCASIAN/WHITE","Duke Austin Jr",NA,NA,NA,"Duke","Austin Jr",NA,NA,"CEO","President/CEO/COO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/14/16","1/26/22",403,25544,1048547,NA,NA,NA,NA,368,"PWR","QUANTA SERVICES INC","CEO","Duke Austin Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
163,"SLB","SCHLUMBERGER LTD",NA,"SCHLUMBERGER LIMITED","9465",0,"CAUCASIAN/WHITE","Olivier Le Peuch",NA,NA,NA,"Olivier","Le Peuch",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/1/19",NA,435,27242,484858,NA,NA,NA,NA,388,"SLB","SCHLUMBERGER LTD","CEO","Olivier Le Peuch","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
164,"SYY","SYSCO CORP",NA,NA,"10247",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"TRGP","TARGA RESOURCES CORP",NA,NA,"185532",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"WM","WASTE MANAGEMENT INC",NA,"WASTE MANAGEMENT INC","14477",0,"CAUCASIAN/WHITE","Jim Fish Jr",NA,NA,NA,"Jim","Fish Jr",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/10/16",NA,504,33114,1119364,NA,NA,NA,NA,451,"WM","WALLBRIDGE MINING CO LTD","CEO","Marz Kord-Gharachorloo","Middle Eastern",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
166,"WM","WASTE MANAGEMENT INC",NA,"WASTE MANAGEMENT INC","14477",0,"CAUCASIAN/WHITE","Jim Fish Jr",NA,NA,NA,"Jim","Fish Jr",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/10/16",NA,504,33114,1119364,NA,NA,NA,NA,453,"WM","WASTE MANAGEMENT INC","CEO","Jim Fish Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
168,"CARR","CARRIER GLOBAL CORP",NA,NA,"36191",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"NEE","NEXTERA ENERGY INC",NA,"NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010)","4517",0,"CAUCASIAN/WHITE","Jim Robo",NA,NA,NA,"Jim","Robo",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/13/13","3/1/22",336,12407,39031,NA,NA,NA,NA,315,"NEE","NEXTERA ENERGY INC","CEO","Jim Robo","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
170,"SBAC","SBA COMMUNICATIONS CORP",NA,"SBA COMMUNICATIONS CORP","121382",0,"CAUCASIAN/WHITE","Jeff Stoops",NA,NA,NA,"Jeff","Stoops",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/02","12/31/23",427,27160,346056,NA,NA,NA,NA,387,"SBAC","SBA COMMUNICATIONS CORP","CEO","Jeff Stoops","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
171,"BWA","BORGWARNER INC",NA,"BORGWARNER INC","28742",0,"CAUCASIAN/WHITE","Frederic Lissalde",NA,NA,NA,"Frederic","Lissalde",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/1/18",NA,62,4839,1195691,NA,NA,NA,NA,60,"BWA","BORGWARNER INC","CEO","Frederic Lissalde","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
173,"ES","EVERSOURCE ENERGY",NA,"EVERSOURCE ENERGY (Northeast Utilities prior to 02/2015)","7970",0,"CAUCASIAN/WHITE","Jim Judge",NA,NA,NA,"Jim","Judge",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/3/17","5/5/21",164,22660,206005,NA,NA,NA,NA,163,"ES","EVERSOURCE ENERGY","CEO","Jim Judge","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
174,"CTAS","CINTAS CORP",NA,"CINTAS CORP","3062",0,"CAUCASIAN/WHITE","Scott Farmer",NA,NA,NA,"Scott","Farmer",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/30/16","5/31/21",105,6877,38311,NA,NA,NA,NA,92,"CTAS","CINTAS CORP","CEO","Scott Farmer","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
176,"KR","KROGER CO",NA,"KROGER CO","6502",0,"CAUCASIAN/WHITE","William McMullen",NA,NA,NA,"William","McMullen",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/15",NA,271,18195,35937,NA,NA,NA,NA,256,"KR","KROGER CO","CEO","William McMullen","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
177,"PG","PROCTER & GAMBLE CO",NA,"PROCTER & GAMBLE CO","8762",0,"CAUCASIAN/WHITE","David Taylor",NA,NA,NA,"David","Taylor",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/16","11/1/21",379,25150,549272,NA,NA,NA,NA,221,"IAU","I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021)","CEO","Ewan Downie","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
177,"PG","PROCTER & GAMBLE CO",NA,"PROCTER & GAMBLE CO","8762",0,"CAUCASIAN/WHITE","David Taylor",NA,NA,NA,"David","Taylor",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/16","11/1/21",379,25150,549272,NA,NA,NA,NA,357,"PG","PROCTER & GAMBLE CO","CEO","David Taylor","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
178,"IPGP","IPG PHOTONICS CORP",NA,"IPG PHOTONICS CORP","175955",0,"CAUCASIAN/WHITE","Doctor Valentin Gapontsev",NA,NA,NA,"Valentin","Gapontsev",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/98","5/4/21",245,16949,552050,NA,NA,NA,NA,240,"IPGP","IPG PHOTONICS CORP","CEO","Doctor Valentin Gapontsev","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
179,"WAT","WATERS CORP",NA,NA,"61574",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"WELL","WELLTOWER INC",NA,"WELLTOWER INC (Health Care REIT Inc prior to 09/2015)","5543",0,"CAUCASIAN/WHITE","Tom DeRosa",NA,NA,NA,"Tom","DeRosa",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/2/19","10/5/20",500,14484,183802,NA,NA,NA,NA,456,"WELL","WELLTOWER INC","CEO","Hamed Shahbazi","Middle Eastern",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
180,"WELL","WELLTOWER INC",NA,"WELLTOWER INC (Health Care REIT Inc prior to 09/2015)","5543",0,"CAUCASIAN/WHITE","Tom DeRosa",NA,NA,NA,"Tom","DeRosa",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/2/19","10/5/20",500,14484,183802,NA,NA,NA,NA,457,"WELL","WELLTOWER INC","CEO","Tom DeRosa","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
181,"BDX","BECTON DICKINSON & CO",NA,NA,"2111",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,"CTSH","COGNIZANT TECH SOLUTIONS",NA,"COGNIZANT TECHNOLOGY SOLUTIONS CORP","111864",0,"CAUCASIAN/WHITE","Brian Humphries",NA,NA,NA,"Brian","Humphries",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/19","1/12/23",109,7256,515842,NA,NA,NA,NA,102,"CTSH","COGNIZANT TECH SOLUTIONS","CEO","Brian Humphries","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
183,"BALL","BALL CORP",NA,"BALL CORP","1988",0,"CAUCASIAN/WHITE","John Hayes",NA,NA,NA,"John","Hayes",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/24/13","1/1/21",45,3439,456592,NA,NA,NA,NA,48,"BALL","BALL CORP","CEO","John Hayes","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
184,"TAP","MOLSON COORS BEVERAGE CO",NA,"MOLSON COORS BEVERAGE CO (Molson Coors Brewing Co prior to 01/2020)","3505",0,"CAUCASIAN/WHITE","Gavin Hattersley",NA,NA,NA,"Gavin","Hattersley",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/28/19",NA,451,7847,1202080,NA,NA,NA,NA,301,"TAP","MOLSON COORS BEVERAGE CO","CEO","Gavin Hattersley","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
185,"DOV","DOVER CORP",NA,"DOVER CORP","4058",0,"CAUCASIAN/WHITE","Rich Tobin",NA,NA,NA,"Rich","Tobin",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/1/18","2/10/24",132,9555,480780,NA,NA,NA,NA,135,"DOV","DOVER CORP","CEO","Rich Tobin","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
186,"AME","AMETEK INC",NA,"AMETEK INC","1598",0,"CAUCASIAN/WHITE","David Zapico",NA,NA,NA,"David","Zapico",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/7/17",NA,26,2058,205055,NA,NA,NA,NA,26,"AME","AMETEK INC","CEO","David Zapico","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
187,"LNC","LINCOLN NATIONAL CORP",NA,"LINCOLN NATIONAL CORP","6742",0,"CAUCASIAN/WHITE","Dennis Glass",NA,NA,NA,"Dennis","Glass",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/6/07","5/27/22",282,18908,54612,NA,NA,NA,NA,267,"LNC","LINCOLN NATIONAL CORP","CEO","Dennis Glass","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
188,"WST","WEST PHARMACEUTICAL SVSC INC",NA,"WEST PHARMACEUTICAL SERVICES INC","11376",0,"CAUCASIAN/WHITE","Eric Green",NA,NA,NA,"Eric","Green",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/17/15","5/24/22",508,33314,1194462,NA,NA,NA,NA,458,"WST","WEST PHARMACEUTICAL SVSC INC","CEO","Eric Green","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
189,"APH","AMPHENOL CORP",NA,"AMPHENOL CORP","14282",0,"CAUCASIAN/WHITE","Richard Norwitt",NA,NA,NA,"Richard","Norwitt",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/5/09",NA,35,2100,496788,NA,NA,NA,NA,28,"APH","AMPHENOL CORP","CEO","Richard Norwitt","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
190,"VLO","VALERO ENERGY CORP",NA,NA,"15247",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"SYK","STRYKER CORP",NA,"STRYKER CORP","10115",1,"INDIAN/SOUTH ASIAN","Kevin Lobo",NA,NA,NA,"Kevin","Lobo",NA,NA,"CEO","Chair/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/1/18","10/1/21",449,29405,1117420,NA,NA,NA,NA,406,"SYK","STRYKER CORP","CEO","Kevin Lobo","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
